camaraPk	senadoId	nome	codinomes	uf	UFNasc	partidoAtual	outrosPartidos	profissoes	cargos	legislaturas	excelenciasorg	veja	politicosorg	wiki	curriculo	foto	urlCamara	outros
			Nestor Cerveró									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/nestor-cervero.shtml?scrollto=conteudo-rede			Ex-diretor da área Internacional da Petrobras, condenado e delator na Lava-Jato.			
			Serveng												Contrutora, desenvolvimento imobiliario, etc.&nbsp;<a href=http://vejasp.abril.com.br/materia/consorcio-da-serveng-vence-licitacao-para-obras-no-sistema-cantareira>http://vejasp.abril.com.br/materia/consorcio-da-serveng-vence-licitacao-para-obras-no-sistema-cantareira</a>			
			Shiraz Participações												Empresa sediada no endereco de correspondencia da Veincre LCC&nbsp;<a href=http://www.revistaforum.com.br/blogdorovai/2016/03/02/e-a-casa-dos-marinho-caiu/>http://www.revistaforum.com.br/blogdorovai/2016/03/02/e-a-casa-dos-marinho-caiu/</a>			
			Silvia Maria Pezzotti de Magalhães												Sócia do Grupo Jornal da Cidade de Rio Claro/SP.&nbsp;<a href=http://www.guiarioclaro.com.br/materia.htm?serial=206003888>http://www.guiarioclaro.com.br/materia.htm?serial=206003888</a>			
			Sistema S												Sesi, Sesc, Senais, Sebrae, etc.&nbsp;<a href=https://pt.wikipedia.org/wiki/Sistema_S>https://pt.wikipedia.org/wiki/Sistema_S</a>			
			Soap Comunicações												Empresa de apresentações corporativas.&nbsp;<a href=http://www.administradores.com.br/noticias/carreira/o-que-executivos-podem-aprender-com-as-escolas-de-samba/98226/>http://www.administradores.com.br/noticias/carreira/o-que-executivos-podem-aprender-com-as-escolas-de-samba/98226/</a>			
			Técnica Construções						Construtora						Construtora&nbsp;<a href=https://noticias.terra.com.br/brasil/politica/com-outro-nome-construtora-delta-volta-ao-mercado-por-sao-paulo,c496ef03936bf310VgnVCM3000009acceb0aRCRD.html>https://noticias.terra.com.br/brasil/politica/com-outro-nome-construtora-delta-volta-ao-mercado-por-sao-paulo,c496ef03936bf310VgnVCM3000009acceb0aRCRD.html</a>			
			Traffic												Empresa de mkt esportivo investigada pelo FBI&nbsp;<a href=https://pt.wikipedia.org/wiki/Traffic_(empresa)>https://pt.wikipedia.org/wiki/Traffic_(empresa)</a>			
			Treviso Empreendimentos Ltda															
			TV Jangadeiro												TV do Ceará			
			Uyrapuru Comunicações												Empresa gestora da TV Caburaí em Roraima&nbsp;<a href=http://blogs.ne10.uol.com.br/jamildo/2016/05/21/empresario-diz-a-pf-que-aceitou-ser-laranja-de-juca-em-emissora-de-tv/>http://blogs.ne10.uol.com.br/jamildo/2016/05/21/empresario-diz-a-pf-que-aceitou-ser-laranja-de-juca-em-emissora-de-tv/</a>			
			Vaincre LLC												Empresa sediada em Las Vegas, EUA. <a href=http://www.cartacapital.com.br/blogs/direto-de-sao-paulo/as-relacoes-entre-a-lava-jato-a-globo-e-a-mossack-fonseca>http://www.cartacapital.com.br/blogs/direto-de-sao-paulo/as-relacoes-entre-a-lava-jato-a-globo-e-a-mossack-fonseca</a>			
			Vanda Bonna Nogueira												Secretaria de radiodifusão&nbsp;<a href=http://convergecom.com.br/teletime/23/05/2016/kassab-anuncia-os-nomes-dos-secretarios-na-nova-pasta/?noticiario=TT>http://convergecom.com.br/teletime/23/05/2016/kassab-anuncia-os-nomes-dos-secretarios-na-nova-pasta/?noticiario=TT</a>			
			Via Rondon												Empresa concessionaria de rodovias, investigada na Operacao Sepsis.&nbsp;			
			Vicente Lôbo												Secretário de Geologia e Mineração&nbsp;<a href=http://exame.abril.com.br/brasil/noticias/luiz-augusto-barroso-e-confirmado-novo-presidente-da-epe>http://exame.abril.com.br/brasil/noticias/luiz-augusto-barroso-e-confirmado-novo-presidente-da-epe</a>			
			Vinicius Lages												Diretor de administrações e finanças do Sebrae&nbsp;<a href=https://pt.wikipedia.org/wiki/Vinicius_Lages>https://pt.wikipedia.org/wiki/Vinicius_Lages</a>&nbsp;<a href=http://diarioarapiraca.com.br/post/bernardino-souto/vinicius-lages-vai-para-diretoria-nacional-do-sebrae/10/12736>http://diarioarapiraca.com.br/post/bernardino-souto/vinicius-lages-vai-para-diretoria-nacional-do-sebrae/10/12736</a>			
			Vitoria Abreu A. da Costa												Ex-mulher de Bruno Moreira Santos, acusado de agressão e assédio&nbsp;<a href=http://epoca.globo.com/tempo/expresso/noticia/2016/06/secretario-nomeado-por-temer-foi-acusado-de-ameacar-mulher-com-faca.html>http://epoca.globo.com/tempo/expresso/noticia/2016/06/secretario-nomeado-por-temer-foi-acusado-de-ameacar-mulher-com-faca.html</a>			
			Weber Magalhaes												Secretario do senador Zeze Perella e ex-diretor da CBF&nbsp;<a href=http://esporte.uol.com.br/futebol/ultimas-noticias/2015/06/11/aliado-de-teixeira-trabalha-em-gabinete-de-zeze-perrella-que-estara-na-cpi.htm>http://esporte.uol.com.br/futebol/ultimas-noticias/2015/06/11/aliado-de-teixeira-trabalha-em-gabinete-de-zeze-perrella-que-estara-na-cpi.htm</a>			
			Wesley Batista												Proprietario da J&amp;F&nbsp;<a href=https://pt.wikipedia.org/wiki/Wesley_Batista>https://pt.wikipedia.org/wiki/Wesley_Batista</a>			
			Wilson da Costa												Ex-funcionário da Camargo Correa investigado na Operação Turbulência			
			Adair Meira									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/adair-meira.shtml?scrollto=conteudo-rede						
			Ademir Adur									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/ademir-adur.shtml?scrollto=conteudo-rede						
			Agaciel Maia									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/agaciel-maia.shtml?scrollto=conteudo-rede						
			Alberto Youssef									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/alberto-youssef.shtml?scrollto=conteudo-rede						
			Alcyr Collaço									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/alcyr-collaco.shtml?scrollto=conteudo-rede						
			Alexandre Padilha									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/alexandre-padilha.shtml?scrollto=conteudo-rede						
			Alfredo Mario Savelli									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/alfredo-mario-savelli.shtml?scrollto=conteudo-rede						
			Ali Mazloum									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/ali-mazloum.shtml?scrollto=conteudo-rede						
			Altemir Gregolin									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/altemir-gregolin-.shtml?scrollto=conteudo-rede						
			Amaury Ribeiro Jr.									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/amaury-ribeiro-jr.shtml?scrollto=conteudo-rede						
			Amilcar Cançado Lemos									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/amilcar-cancado-lemos.shtml?scrollto=conteudo-rede						
			André Lara Resende									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/andre-lara-resende.shtml?scrollto=conteudo-rede						
			Andréa Aprígio									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/andrea-aprigio.shtml?scrollto=conteudo-rede						
			Andressa Mendonça									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/andressa-mendonca.shtml?scrollto=conteudo-rede						
			Ângelo Calmon de Sá									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/angelo-calmon-de-sa.shtml?scrollto=conteudo-rede						
			Cristiano Paz									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/cristiano-paz.shtml?scrollto=conteudo-rede						
			Anita Leocádia									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/anita-leocadia.shtml?scrollto=conteudo-rede						
			Antônio Augusto César									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/antonio-augusto-cesar.shtml?scrollto=conteudo-rede						
			Antônio Lamas									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/antonio-lamas.shtml?scrollto=conteudo-rede						
			Antônio Oliboni									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/antonio-oliboni.shtml?scrollto=conteudo-rede						
			Antônio Osório Batista									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/antonio-osorio-batista.shtml?scrollto=conteudo-rede						
			Antônio Wady Debes									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/antonio-wady-debes.shtml?scrollto=conteudo-rede						
			Augusto Ribeiro de Mendonça Neto									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/augusto-ribeiro-de-mendonca-neto.shtml?scrollto=conteudo-rede						
			Dilma Rousseff									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/dilma-rousseff.shtml?scrollto=conteudo-rede						
			Dionísio Severo									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/dionisio-severo.shtml?scrollto=conteudo-rede						
			Aylton Gomes									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/aylton-gomes.shtml?scrollto=conteudo-rede						
			Banco Rural									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/banco-rural.shtml?scrollto=conteudo-rede						
			Dirceu Bertin									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/dirceu-bertin.shtml?scrollto=conteudo-rede						
			Benedito Rodrigues de Oliveira Neto									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/benedito-rodrigues-de-oliveira-neto.shtml?scrollto=conteudo-rede						
			Benjamin Steinbruch									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/benjamin-steinbruch.shtml?scrollto=conteudo-rede						
			Berinaldo Pontes									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/berinaldo-pontes.shtml?scrollto=conteudo-rede						
			Bruno Estefânio de Freitas									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/bruno-estefanio-de-freitas-.shtml?scrollto=conteudo-rede						
			Caio Fábio D'Araújo									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/caio-fabio-daraujo.shtml?scrollto=conteudo-rede						
			Calim Eid									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/calim-eid.shtml?scrollto=conteudo-rede						
			Fábio Barreto Nahoum									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/fabio-barreto-nahoum.shtml?scrollto=conteudo-rede						
			Israel Guerra									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/israel-guerra.shtml?scrollto=conteudo-rede						
			Carlos Alberto da Costa Silva									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/carlos-alberto-da-costa-silva.shtml?scrollto=conteudo-rede						
			Carlos Alberto Pereira da Costa									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/carlos-alberto-pereira-da-costa.shtml?scrollto=conteudo-rede						
			Carlos Antônio Valente de Castro									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/carlos-antonio-valente-de-castro.shtml?scrollto=conteudo-rede						
			Carlos Augusto di Lallo Leite do Amaral									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/carlos-augusto-di-lallo-leite-do-amaral.shtml?scrollto=conteudo-rede						
			Carlos Augusto Siqueira									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/carlos-augusto-siqueira.shtml?scrollto=conteudo-rede						
			Carlos César Floriano									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/carlos-cesar-floriano.shtml?scrollto=conteudo-rede						
			Carlos Habbib Charter									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/carlos-habbib-charter.shtml?scrollto=conteudo-rede						
			Carlos Habib Chater									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/carlos-habib-chater.shtml?scrollto=conteudo-rede						
			Carlos Monforte									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/carlos-monforte.shtml?scrollto=conteudo-rede						
			Casem Mazloum									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/casem-mazloum.shtml?scrollto=conteudo-rede						
			Cássio Peixoto									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/cassio-peixoto.shtml?scrollto=conteudo-rede						
			Celso Pitta									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/celso-pitta.shtml?scrollto=conteudo-rede						
			César Herman Rodriguez									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/cesar-herman-rodriguez.shtml?scrollto=conteudo-rede						
			Christiane Araújo de Oliveira									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/christiane-araujo-de-oliveira.shtml?scrollto=conteudo-rede						
			Cláudio Abreu									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/claudio-abreu.shtml?scrollto=conteudo-rede						
			Ivar Alves Ferreira									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/ivar-alves-ferreira-.shtml?scrollto=conteudo-rede						
			Cláudio Mourão									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/claudio-mourao.shtml?scrollto=conteudo-rede						
			Cláudio Vieira									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/claudio-vieira.shtml?scrollto=conteudo-rede						
			Cyonil da Cunha Borges de Farias Junior									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/cyonil-da-cunha-borges-de-farias-junior.shtml?scrollto=conteudo-rede						
			Daniel Dantas									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/daniel-dantas.shtml?scrollto=conteudo-rede						
			Darci José Vedoin									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/darci-jose-vedoin.shtml?scrollto=conteudo-rede						
			Deborah Guerner									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/deborah-guerner.shtml?scrollto=conteudo-rede						
			João Carlos Zoghbi									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/joao-carlos-zoghbi.shtml?scrollto=conteudo-rede						
			Dimas Toledo									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/dimas-toledo.shtml?scrollto=conteudo-rede						
			José Ermírio de Moraes Filho									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/jose-ermirio-de-moraes-filho.shtml?scrollto=conteudo-rede						
			Durval Barbosa									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/durval-barbosa.shtml?scrollto=conteudo-rede						
			José Izar									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/jose-izar.shtml?scrollto=conteudo-rede						
			Eduardo Horle Barcellos									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/eduardo-horle-barcellos.shtml?scrollto=conteudo-rede						
			Eduardo Jorge Caldas Pereira									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/eduardo-jorge-caldas-pereira.shtml?scrollto=conteudo-rede						
			Eduardo Medeiros de Morais									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/eduardo-medeiros-de-morais.shtml?scrollto=conteudo-rede						
			Márcia Cristina Zahluth Centeno									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/marcia-cristina-zahluth-centeno.shtml?scrollto=conteudo-rede						
			Elcyd Oliveira Brito									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/elcyd-oliveira-brito.shtml?scrollto=conteudo-rede						
			Elza Pereira									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/elza-pereira.shtml?scrollto=conteudo-rede						
			Emerson Palmieri									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/emerson-palmieri.shtml?scrollto=conteudo-rede						
			Enrico Picciotto									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/enrico-picciotto.shtml?scrollto=conteudo-rede						
			Erenice Guerra									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/erenice-guerra.shtml?scrollto=conteudo-rede						
			Esdra de Arantes Ferreira									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/esdra-de-arantes-ferreira.shtml?scrollto=conteudo-rede						
			Expedito Veloso									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/expedito-veloso.shtml?scrollto=conteudo-rede						
			Ezequiel Nascimento									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/ezequiel-nascimento.shtml?scrollto=conteudo-rede						
			Fábio Baracat									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/fabio-baracat.shtml?scrollto=conteudo-rede						
			Fábio Camargo Remesso									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/fabio-camargo-remesso.shtml?scrollto=conteudo-rede						
			Fábio Monteiro de Barros Filho									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/fabio-monteiro-de-barros-filho.shtml?scrollto=conteudo-rede						
			Fausto de Sanctis									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/fausto-de-sanctis.shtml?scrollto=conteudo-rede						
			Fernando Pimentel									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/fernando-pimentel.shtml?scrollto=conteudo-rede						
			Fernando Sarney									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/fernando-sarney.shtml?scrollto=conteudo-rede						
			Flávio Maluf									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/flavio-maluf.shtml?scrollto=conteudo-rede						
			Francisco Lopes									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/francisco-lopes.shtml?scrollto=conteudo-rede						
			Frederico Silva da Costa									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/frederico-silva-da-costa.shtml?scrollto=conteudo-rede						
			Freud Godoy									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/freud-godoy.shtml?scrollto=conteudo-rede						
			Galvão Engenharia									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/galvao-engenharia.shtml?scrollto=conteudo-rede						
